killsDiff,minionsKilledDiff,wardPlacedDiff,firstBlood,heralds,dragons,teamWins
-4,18,-108,red,none,red,red
0,28,-4,red,none,red,blue
3,-22,22,blue,none,red,blue
8,32,0,blue,none,none,red
1,-2,-2,blue,none,blue,blue
-2,-28,19,red,none,blue,blue
1,11,3,blue,none,none,red
-7,-12,0,red,red,none,red
-7,-34,-27,red,red,none,red
-2,-48,4,red,none,red,red
-7,-23,-5,red,none,red,red
10,47,0,red,blue,blue,blue
4,-7,-2,blue,none,blue,red
-3,-15,-5,red,red,red,blue
-3,0,-7,blue,none,blue,blue
2,11,-5,blue,none,blue,blue
3,-1,-3,red,none,red,blue
4,5,0,blue,blue,red,blue
0,22,29,red,none,none,blue
-6,-1,-24,red,red,red,red
1,-62,5,blue,none,blue,blue
2,29,-17,red,none,none,blue
3,32,74,red,red,blue,blue
0,-20,-14,red,none,none,blue
3,38,-23,blue,none,blue,blue
4,-27,21,red,blue,blue,blue
3,31,-7,red,red,blue,blue
6,-7,-1,blue,blue,blue,blue
11,61,0,blue,blue,blue,blue
6,-7,-19,blue,none,blue,blue
8,34,0,blue,none,blue,blue
3,-8,-1,blue,blue,blue,blue
2,-17,-2,blue,blue,red,blue
-3,-28,-4,red,none,red,red
4,21,16,blue,blue,blue,blue
0,-67,-2,red,none,blue,red
-2,9,-2,red,none,blue,blue
-1,-17,-32,blue,blue,red,blue
5,-3,-1,blue,none,none,blue
-1,-11,19,red,red,red,red
-5,7,1,red,red,red,red
1,-41,-66,blue,blue,none,red
-3,25,-26,red,none,red,red
5,30,-5,blue,none,blue,blue
1,35,-53,red,none,none,red
-4,13,-6,blue,blue,none,blue
-1,-20,-2,blue,red,blue,red
-4,-20,1,red,none,none,red
0,-53,7,red,red,blue,red
3,-30,3,blue,blue,red,red
-4,-5,4,red,none,red,blue
-1,-5,0,red,none,blue,blue
-3,-46,38,red,none,none,red
0,-34,2,blue,blue,red,blue
3,8,-5,red,none,blue,blue
-1,-37,0,blue,none,blue,red
1,68,-3,blue,blue,red,blue
-1,-1,-3,blue,none,blue,blue
2,-44,-29,blue,none,blue,blue
7,51,0,red,none,red,blue
5,-23,-65,blue,none,none,blue
-4,-8,-2,red,none,blue,red
0,8,1,blue,none,blue,blue
3,17,2,red,red,none,red
6,11,-31,blue,blue,none,blue
6,17,41,blue,none,blue,blue
2,-27,3,blue,none,none,red
8,23,2,blue,none,blue,blue
-2,-12,-2,blue,red,red,red
-3,-48,-4,red,none,none,red
2,4,4,red,none,blue,red
-2,-9,-1,blue,none,none,red
-3,30,-1,red,red,red,red
-2,-31,0,red,none,red,red
7,27,40,blue,none,blue,blue
-2,-18,-2,blue,none,blue,blue
5,5,5,blue,none,blue,blue
0,-16,-2,blue,none,blue,blue
0,-49,2,blue,red,none,red
8,2,0,blue,none,blue,blue
0,-14,-3,blue,none,blue,red
4,-28,23,blue,none,blue,blue
-3,-30,2,red,blue,red,blue
-3,11,1,red,none,red,red
-2,5,3,blue,blue,blue,blue
-5,4,-25,blue,none,red,blue
-6,-47,-7,blue,none,none,red
-2,-32,-3,red,none,red,blue
2,46,18,red,none,red,blue
1,-9,2,blue,none,red,red
3,21,0,red,none,none,red
0,22,9,blue,none,none,red
-4,-32,0,red,none,blue,red
-2,-62,-4,red,red,none,red
1,-15,-1,blue,none,blue,red
3,16,-11,blue,none,blue,blue
1,10,-3,blue,blue,red,red
2,-3,2,blue,red,blue,blue
6,18,22,red,blue,red,blue
1,0,-16,blue,blue,blue,blue
1,-43,-18,blue,none,blue,red
11,-8,32,blue,none,red,blue
3,-23,40,blue,none,blue,red
0,-42,-24,blue,red,red,red
-4,-5,-9,red,none,none,red
-1,49,16,blue,blue,red,red
-2,26,3,blue,none,red,red
6,-20,14,blue,blue,none,red
2,1,-5,red,none,none,blue
11,37,5,blue,none,blue,blue
1,7,-1,blue,none,none,blue
0,-9,10,blue,none,blue,red
6,-2,5,blue,none,red,blue
-3,-4,0,red,none,red,red
7,0,-24,blue,none,red,blue
-3,-33,-1,blue,blue,blue,blue
-1,-5,3,red,none,none,blue
6,-12,-1,blue,blue,none,red
-6,9,-1,red,none,none,red
3,30,-90,blue,none,none,blue
7,81,3,blue,none,blue,blue
-1,-20,0,red,none,none,red
4,22,-45,blue,blue,blue,blue
-2,-16,-4,blue,blue,red,blue
9,-6,-1,blue,none,blue,blue
0,53,-18,red,none,red,blue
2,16,9,blue,none,none,blue
-2,-20,-35,blue,none,red,blue
-5,-95,0,red,none,red,red
4,3,-17,red,none,blue,red
-5,-6,9,blue,red,blue,red
-3,-78,1,red,red,none,red
1,8,15,red,none,blue,blue
2,44,-3,red,none,none,blue
3,-21,68,blue,red,red,red
4,-32,24,red,none,none,red
1,3,19,blue,none,red,red
-1,32,7,red,red,blue,blue
2,-11,-4,blue,blue,red,red
3,-3,3,blue,blue,red,blue
5,14,8,red,blue,blue,blue
-3,-23,1,red,red,blue,red
1,27,1,red,none,none,red
1,-9,5,blue,none,blue,red
3,6,1,red,blue,blue,red
3,2,-1,blue,red,blue,blue
-6,-1,10,red,red,blue,red
-6,-5,10,blue,none,red,red
0,15,65,red,none,red,blue
1,20,6,red,none,none,blue
-4,16,-122,blue,none,red,blue
0,-29,73,blue,blue,red,red
-2,-9,-5,blue,none,none,blue
1,9,36,blue,blue,red,red
-2,14,-67,blue,blue,none,blue
0,3,-4,red,none,blue,red
-1,22,-102,blue,none,red,red
-3,6,2,red,none,red,red
1,51,1,blue,red,red,blue
-7,-57,3,red,none,blue,red
1,-39,-6,red,none,blue,blue
-1,4,26,red,none,blue,blue
3,9,1,blue,none,red,blue
0,-39,24,blue,none,blue,blue
0,-31,2,red,none,blue,red
-8,-5,-2,red,none,blue,red
4,14,-1,blue,none,none,blue
1,26,35,blue,none,none,blue
0,-16,-9,red,none,blue,red
4,4,-41,blue,blue,red,red
-1,-12,-5,red,none,blue,blue
-6,-35,94,red,red,none,red
-1,22,1,blue,none,blue,blue
-1,-29,-1,blue,none,blue,red
6,-38,7,red,none,none,blue
1,-40,-2,red,none,blue,blue
-3,-24,-5,blue,none,none,red
-1,-13,1,red,blue,blue,blue
3,9,2,blue,blue,red,red
-6,-6,0,red,none,none,red
0,17,-5,blue,none,none,red
-2,6,-1,blue,none,blue,blue
1,30,0,red,none,red,blue
1,1,4,red,none,none,blue
4,-3,40,blue,red,red,blue
5,-9,-1,blue,none,none,blue
-4,-6,0,blue,none,red,red
-9,-57,-16,red,red,red,red
3,13,-25,blue,none,blue,blue
-5,-12,0,red,red,red,red
-2,-4,-4,red,blue,none,red
-2,3,5,blue,none,blue,red
4,0,-3,red,none,red,red
-2,-16,1,red,none,red,red
-1,-34,26,red,red,blue,red
-4,-11,-6,red,none,none,red
-1,39,2,red,red,blue,red
0,-3,1,blue,none,red,red
6,12,-2,blue,blue,red,red
4,65,27,blue,red,blue,blue
-2,-27,0,red,none,red,red
0,-3,51,blue,none,red,red
9,11,-4,red,none,blue,blue
8,-9,2,blue,none,blue,blue
2,-11,1,red,red,blue,blue
-1,32,3,red,none,red,red
-3,-22,1,red,red,red,red
-4,-53,-1,red,red,red,red
4,-23,-2,blue,none,blue,blue
4,-1,-3,blue,none,red,red
-4,36,2,blue,none,none,red
0,0,2,red,none,red,blue
-6,-23,6,red,red,blue,red
5,28,-5,red,blue,blue,blue
1,-33,3,red,none,none,red
-1,-27,29,red,none,blue,red
-7,-26,0,red,none,red,red
0,46,-4,red,none,red,blue
4,-6,3,red,none,none,red
-8,-83,2,red,red,red,red
5,3,-23,blue,none,blue,blue
6,-16,21,red,red,blue,blue
-8,-61,5,red,none,red,red
-1,-7,0,red,blue,red,blue
6,-15,3,blue,none,red,blue
6,40,-22,blue,none,none,blue
0,48,29,red,none,red,red
-2,16,-8,red,none,none,blue
-2,6,-15,red,none,red,red
5,2,-128,blue,none,blue,blue
2,22,-20,red,red,blue,blue
2,26,1,blue,none,blue,red
-2,-70,-5,red,none,red,red
0,3,-31,blue,none,blue,red
4,20,9,red,blue,none,red
0,11,-13,blue,none,red,red
2,-19,6,blue,red,red,blue
4,10,10,blue,blue,none,blue
8,55,5,blue,none,blue,blue
2,3,-28,blue,red,blue,blue
0,8,-1,blue,none,none,blue
2,-3,29,red,none,red,blue
1,19,3,red,none,red,red
-3,-24,-42,red,none,red,red
-7,-43,-2,red,red,red,red
-1,21,-3,red,none,blue,red
-1,-20,14,red,blue,red,red
2,85,-27,blue,none,none,blue
-3,-45,4,blue,none,blue,red
-2,47,-21,blue,blue,red,blue
0,-38,2,blue,none,none,red
-1,14,0,blue,none,red,red
0,-4,-7,blue,blue,red,blue
2,-24,42,red,none,blue,blue
3,21,2,blue,none,red,blue
3,-18,3,blue,none,none,red
1,-7,1,red,none,blue,blue
5,65,-2,blue,none,none,blue
0,3,22,red,blue,blue,blue
-3,-42,-20,red,none,red,red
-5,-33,3,red,blue,red,red
6,57,-38,blue,none,none,red
4,16,-36,red,none,red,blue
-3,29,-4,red,none,red,blue
-3,-6,-6,red,red,blue,red
-3,-9,23,red,red,red,red
0,-2,3,blue,none,red,red
2,9,0,red,none,red,red
1,21,-55,red,none,blue,blue
6,45,-18,blue,none,blue,blue
-1,-5,-4,blue,none,red,red
4,11,-4,red,none,blue,blue
1,3,-8,blue,blue,red,red
5,61,-24,blue,none,none,blue
0,38,0,red,red,red,red
4,8,46,blue,none,none,blue
7,43,2,blue,none,blue,blue
-5,2,0,red,blue,red,red
3,8,37,red,blue,blue,blue
-4,36,21,red,blue,red,blue
4,39,3,blue,none,blue,red
1,61,-106,blue,red,red,red
0,-2,15,blue,red,blue,red
-2,-28,-7,red,red,blue,blue
-4,27,6,red,none,blue,red
9,14,1,blue,blue,none,blue
-2,-14,23,blue,none,blue,blue
-7,-52,17,red,none,none,red
0,7,-2,red,none,none,red
11,86,-3,blue,none,none,blue
0,29,1,red,none,blue,blue
7,5,-5,red,blue,red,blue
-3,8,1,red,none,none,blue
-1,11,-1,red,blue,none,red
-3,44,-57,red,none,red,red
-2,-43,20,red,none,blue,red
2,1,-1,blue,blue,red,blue
-4,-27,-3,red,none,blue,blue
0,1,3,red,none,none,blue
-1,31,1,blue,none,blue,blue
8,-13,2,blue,none,blue,blue
3,40,-4,red,none,none,blue
-2,19,4,red,red,red,red
4,61,-3,red,blue,red,blue
3,33,-23,red,blue,none,blue
0,-1,1,red,none,red,blue
3,1,21,blue,red,blue,blue
-3,-30,5,red,blue,red,red
0,-19,1,blue,none,blue,blue
1,-26,2,blue,none,red,red
6,39,3,blue,none,blue,blue
10,-9,0,blue,none,blue,blue
5,36,-112,blue,none,none,blue
-3,-59,2,red,blue,none,blue
-5,-22,91,red,none,red,red
-1,-30,3,blue,red,red,red
-3,-32,8,blue,blue,blue,blue
0,0,45,blue,none,red,red
-1,54,5,blue,none,red,red
-13,-26,-1,red,none,red,red
-8,-75,-20,red,none,red,red
-1,-1,-2,blue,none,none,red
-1,-28,7,red,none,red,blue
3,28,10,red,blue,none,red
-5,5,-4,red,blue,red,red
7,50,-28,blue,none,blue,blue
6,-1,8,red,blue,red,blue
-2,-37,-26,red,none,red,red
2,26,-154,red,none,none,blue
3,55,-24,blue,none,blue,blue
-4,-53,-30,red,none,none,blue
9,3,-2,red,red,blue,blue
-3,-15,-12,red,none,blue,blue
-5,0,22,red,blue,red,red
3,-2,6,blue,none,blue,blue
-3,32,5,red,none,none,blue
8,38,3,blue,red,blue,blue
6,6,-1,blue,blue,blue,red
-5,-38,-2,red,none,blue,red
1,-4,66,blue,blue,red,red
-4,22,-1,red,red,none,red
6,64,-2,blue,none,blue,blue
7,35,5,blue,blue,blue,blue
1,9,1,blue,none,red,blue
5,20,-1,red,blue,red,red
5,19,-4,blue,none,blue,blue
-1,-3,3,red,none,blue,red
5,10,39,blue,none,blue,blue
1,37,17,blue,red,red,blue
-5,42,-27,red,blue,blue,red
-2,-36,-25,red,blue,red,red
1,-8,-4,blue,blue,blue,red
0,-12,-4,blue,red,red,red
-5,-1,-2,red,red,none,red
-2,-68,-6,red,none,red,red
-1,28,3,blue,none,blue,blue
-3,-13,-6,red,red,red,red
5,-49,-2,blue,none,blue,red
-1,-11,0,red,none,blue,red
1,1,2,blue,blue,blue,blue
-8,-34,2,red,none,red,red
2,39,-30,blue,none,blue,red
1,8,-7,blue,none,red,red
-3,6,27,red,none,red,blue
0,1,2,red,blue,blue,blue
5,6,1,blue,none,red,blue
4,-30,64,blue,blue,blue,blue
1,-24,2,blue,none,none,blue
-1,-90,0,blue,none,red,blue
0,7,-5,blue,blue,red,red
2,42,0,red,none,blue,blue
1,28,-2,red,red,red,blue
-9,-58,-4,red,red,none,red
-6,-31,2,red,none,red,red
2,22,-27,blue,none,blue,blue
-1,-7,-1,blue,red,blue,blue
5,13,3,blue,blue,red,blue
-1,-2,0,blue,blue,blue,red
0,16,-150,blue,blue,red,blue
-7,-54,1,red,none,red,red
7,28,1,blue,none,blue,blue
-3,-33,3,blue,none,blue,red
4,7,-24,blue,none,blue,blue
-5,-6,-24,blue,none,none,red
3,23,-3,blue,none,blue,blue
-2,28,1,blue,red,blue,red
1,20,-12,blue,none,none,blue
-2,12,58,blue,none,red,red
-1,-6,-6,red,none,red,red
-2,8,-38,blue,red,none,blue
-4,-33,-23,red,none,red,red
3,-50,7,blue,none,blue,red
0,-44,4,red,none,none,red
-4,-90,-5,red,red,red,red
0,13,92,blue,blue,red,red
-6,2,-46,red,none,none,red
-1,-30,0,red,none,red,red
12,67,9,blue,blue,blue,blue
2,27,3,red,none,blue,blue
-2,37,0,red,blue,red,blue
3,-33,3,red,none,blue,blue
-4,-62,0,red,red,red,red
11,49,-1,blue,none,blue,blue
4,-15,-49,blue,none,red,blue
-4,-30,-3,red,red,blue,blue
2,-42,9,red,blue,blue,blue
-1,4,0,blue,none,blue,red
-5,-53,-19,red,red,red,red
0,-9,2,blue,blue,blue,blue
0,-25,1,red,none,red,red
-3,-18,1,blue,none,red,red
0,0,-91,red,none,blue,red
2,19,-3,blue,none,red,blue
4,-13,-2,red,none,red,blue
-5,-13,4,red,red,blue,red
2,8,-9,blue,none,blue,red
0,-2,6,red,none,none,red
3,-16,-28,blue,none,blue,blue
-2,-9,-4,blue,none,red,red
-2,-17,-5,blue,none,none,blue
-2,-24,0,blue,none,red,red
-7,-8,-36,red,blue,none,red
0,-24,24,red,none,red,blue
-4,-35,-32,blue,none,none,red
1,-17,-6,red,none,blue,blue
-3,6,5,red,none,red,blue
2,-21,-29,blue,none,red,red
3,19,-22,red,none,blue,blue
-4,-42,4,red,none,red,red
1,-13,-5,blue,none,blue,blue
4,-5,57,blue,none,blue,blue
-6,17,73,red,none,red,red
-1,21,-31,red,red,red,red
-7,-67,20,red,red,blue,red
-1,-26,-8,blue,red,red,red
-3,-36,0,red,none,none,blue
6,-7,1,blue,none,blue,blue
-1,-73,-1,red,none,red,blue
-2,-49,-1,red,none,red,blue
8,27,-1,blue,none,none,blue
-4,-38,1,blue,blue,red,blue
2,69,0,blue,blue,blue,blue
-2,-74,-101,blue,none,red,red
-3,-59,-3,red,none,red,blue
0,-17,1,red,none,red,red
-3,-31,80,blue,none,blue,red
-2,-3,8,red,none,blue,blue
-4,-60,3,red,none,blue,red
-10,-76,-2,blue,none,red,red
4,5,-6,blue,red,red,red
-2,8,-92,blue,none,red,red
-1,10,-1,blue,none,red,red
-5,46,0,blue,none,red,blue
5,40,55,red,red,blue,blue
-1,12,-2,blue,none,red,red
5,18,3,blue,none,red,blue
5,68,3,red,blue,red,blue
-1,-13,-18,red,red,red,red
2,-51,-38,blue,none,none,red
-4,0,20,red,none,red,blue
1,6,-40,blue,none,red,red
-3,-7,26,red,red,red,blue
-2,4,0,red,none,red,blue
3,26,-26,red,blue,red,blue
-1,1,0,red,none,blue,blue
2,-6,3,blue,red,blue,red
-6,-31,-1,red,red,red,red
4,24,-39,blue,blue,red,blue
-6,-4,-6,blue,red,red,red
-3,-20,-77,blue,none,blue,red
4,3,16,blue,none,none,blue
-2,-13,-5,blue,none,red,red
-2,-29,-1,red,none,blue,red
-1,8,8,red,none,none,red
1,33,22,red,none,blue,red
-6,-13,-3,blue,none,none,red
-1,-63,22,blue,none,none,red
-3,35,21,red,none,red,red
1,-4,-37,blue,none,blue,blue
4,-23,-3,red,none,none,red
0,-30,-10,red,red,blue,blue
2,23,-9,blue,none,none,blue
3,-6,19,blue,none,none,red
-5,-26,1,blue,none,red,red
3,-7,-2,blue,none,red,red
2,-8,-90,blue,blue,none,blue
6,23,2,blue,blue,blue,red
-5,-13,23,red,none,none,red
-3,-18,173,red,none,none,blue
5,17,-9,blue,none,none,blue
3,54,1,blue,blue,red,blue
-2,-8,-65,red,none,red,red
0,28,13,blue,red,none,blue
-2,-16,1,blue,blue,red,blue
-6,-72,1,red,blue,red,red
-2,-21,1,blue,none,blue,blue
6,-58,-21,blue,none,red,blue
1,16,-20,blue,none,red,blue
5,17,-3,red,blue,none,blue
-5,-20,2,blue,blue,red,red
-2,-34,9,blue,red,none,red
-2,-6,6,red,none,red,red
-2,-6,-28,red,none,none,red
2,2,1,red,none,red,red
1,-23,-3,blue,blue,red,blue
0,24,-5,red,blue,none,red
-2,55,-1,blue,red,none,blue
-2,-8,1,blue,none,red,red
-6,4,34,red,red,red,red
-2,0,3,red,none,none,blue
-7,11,-6,red,none,red,red
2,-17,2,red,none,red,blue
2,11,-22,blue,none,none,blue
3,70,-1,blue,blue,none,blue
0,-68,-16,red,none,blue,red
2,37,26,blue,blue,none,blue
3,20,1,blue,red,red,red
3,-15,0,red,none,none,blue
6,-19,-3,blue,red,none,blue
3,0,2,blue,blue,red,blue
0,10,-1,blue,none,red,blue
0,-5,-71,red,none,blue,red
3,35,1,blue,none,blue,blue
0,30,-4,red,none,none,blue
1,52,2,blue,blue,red,blue
8,22,-28,blue,none,red,blue
-4,-2,-69,red,none,blue,red
0,-15,1,red,none,red,blue
10,54,46,blue,blue,blue,blue
5,6,-43,blue,none,red,red
8,50,10,blue,blue,blue,blue
1,-10,3,red,none,red,red
1,64,3,red,none,none,blue
4,26,-1,blue,blue,red,red
6,15,5,blue,blue,blue,blue
0,24,-4,red,none,none,blue
-1,17,-3,blue,none,red,red
4,-10,-2,red,none,none,blue
0,47,-4,blue,red,none,blue
-2,-7,-5,blue,red,red,red
1,46,0,blue,red,blue,red
-2,-33,-8,red,none,red,red
-4,-22,-2,red,none,blue,blue
4,10,0,blue,none,blue,red
2,23,-38,blue,none,red,red
0,-19,-2,blue,blue,blue,blue
6,57,0,red,none,red,blue
-4,-36,-1,red,none,red,red
-5,42,-2,red,none,red,blue
0,8,4,red,none,blue,red
-5,-28,3,red,blue,red,blue
-3,19,-1,red,none,red,red
-1,-17,-3,blue,blue,red,red
0,-7,-36,blue,none,blue,red
3,5,-4,blue,none,red,red
5,-23,-4,red,none,none,blue
8,40,0,blue,none,blue,blue
-6,-38,-13,red,none,none,red
-5,-17,-6,red,none,red,red
4,-15,3,blue,red,red,blue
3,-7,0,red,none,none,blue
-1,-45,-79,blue,blue,red,red
2,9,11,blue,none,red,blue
2,-5,1,blue,blue,blue,red
3,24,4,blue,red,blue,red
2,52,21,blue,none,blue,red
2,21,0,red,none,none,red
4,-1,-31,blue,blue,red,blue
-1,-17,-83,blue,none,red,red
1,23,-6,blue,red,blue,blue
1,-24,3,blue,none,none,blue
2,-37,3,red,none,none,blue
-2,-42,20,blue,none,red,red
4,25,0,red,none,blue,blue
1,26,29,red,none,none,red
-2,-12,1,red,blue,red,red
4,57,-24,red,red,red,blue
1,0,1,red,none,red,blue
0,-22,2,blue,none,blue,blue
-3,-59,-27,red,blue,blue,blue
11,103,9,blue,none,none,blue
0,-10,-3,blue,none,red,red
5,44,-3,blue,none,none,red
9,3,-18,blue,none,none,red
6,3,3,blue,none,blue,blue
6,-15,-2,blue,none,blue,blue
-1,-59,21,red,none,blue,red
-9,1,70,blue,red,blue,red
5,6,21,red,none,blue,blue
4,20,-7,red,none,blue,blue
6,34,-25,red,none,blue,blue
-5,2,3,red,none,red,red
5,-16,-42,blue,blue,blue,red
-2,9,19,red,none,none,red
2,12,-1,red,blue,red,blue
0,25,-2,blue,none,blue,blue
1,2,8,red,red,blue,blue
-1,-14,-2,red,none,red,blue
-7,5,-2,red,none,none,blue
-1,-42,1,blue,none,red,red
6,55,2,blue,none,blue,blue
-4,-5,-30,red,red,none,red
-2,-2,2,red,none,red,red
3,24,29,blue,none,blue,blue
-3,-26,0,blue,none,red,red
2,-7,-66,red,none,blue,blue
-1,0,91,red,none,none,blue
5,28,25,blue,none,none,red
3,41,2,blue,none,blue,blue
-2,17,1,red,red,red,red
0,-14,11,red,none,none,blue
2,-28,-22,blue,red,blue,blue
2,-21,1,red,none,blue,blue
0,26,0,blue,red,blue,blue
-3,-25,2,blue,none,none,blue
-4,29,1,blue,red,blue,blue
-3,-45,-71,red,none,red,red
-1,-29,2,blue,none,blue,red
-2,-20,-1,blue,none,blue,blue
6,3,3,blue,none,blue,blue
3,12,-8,blue,red,blue,blue
4,32,17,red,blue,red,blue
-1,-3,-1,red,blue,red,red
5,36,5,red,none,blue,blue
0,94,7,red,red,red,red
7,54,-3,blue,blue,blue,blue
1,-37,-5,red,none,blue,blue
-1,-5,2,red,blue,red,red
5,22,-111,red,none,red,blue
2,67,2,blue,red,red,blue
1,43,8,blue,none,red,blue
-4,-10,-2,red,none,blue,red
-6,-10,-55,red,none,red,red
7,43,50,blue,none,red,blue
-1,-41,0,red,none,blue,red
-6,-21,1,red,none,red,red
-6,-47,4,blue,none,blue,red
0,-4,1,red,none,red,red
3,-3,0,red,none,red,red
6,55,4,red,red,blue,blue
-4,5,-14,blue,none,none,red
7,17,6,red,none,blue,blue
9,-36,-17,blue,none,blue,red
6,11,1,blue,none,blue,blue
6,24,-2,red,red,blue,blue
3,1,1,blue,none,blue,blue
7,30,5,red,none,red,blue
-6,-51,29,red,none,red,red
2,18,-32,red,none,red,red
2,-24,-1,blue,none,red,red
2,-10,0,blue,blue,blue,blue
4,-12,9,red,blue,blue,blue
9,34,-2,blue,none,blue,blue
3,1,-2,red,blue,blue,blue
2,7,5,red,none,blue,blue
-8,-38,2,red,red,none,red
1,-30,12,red,none,none,red
5,44,-2,blue,none,none,blue
1,21,-16,blue,blue,red,blue
4,39,30,red,none,blue,blue
10,47,-3,blue,none,none,blue
-1,2,1,red,none,red,red
-3,28,1,red,none,red,blue
-3,-22,-125,blue,red,none,red
3,53,4,red,none,blue,blue
9,-2,-197,red,red,blue,blue
-1,-2,-7,blue,none,red,red
2,10,6,blue,none,blue,red
-7,-27,-3,red,none,red,red
-10,-67,-25,red,none,red,red
2,12,5,blue,none,blue,blue
-5,56,6,blue,red,red,red
-3,-15,-19,red,none,red,blue
7,85,1,blue,none,none,blue
-5,4,-156,red,none,red,red
-8,29,-8,red,none,none,blue
0,8,-22,blue,blue,blue,blue
-5,-12,5,red,none,red,blue
-2,-69,1,red,none,red,red
-1,0,2,red,blue,blue,red
-6,-17,6,blue,none,none,red
-2,-9,-1,red,none,blue,red
-1,-44,-8,blue,blue,none,blue
1,-14,-3,red,none,none,red
-5,22,-20,blue,none,red,red
1,-13,-1,blue,blue,blue,red
0,34,5,red,none,blue,blue
4,9,22,red,none,red,red
-4,-39,-5,red,red,red,red
3,-36,59,blue,none,red,red
6,56,7,red,none,red,blue
4,-23,-3,red,none,red,red
-9,-38,-2,red,none,none,red
-4,-1,22,blue,blue,blue,red
1,-43,-2,blue,none,blue,blue
4,14,39,red,none,blue,blue
3,3,1,blue,none,blue,blue
0,9,-1,red,none,red,blue
-4,-50,-3,red,none,blue,red
3,16,-1,blue,none,none,blue
-2,-25,-5,red,none,none,blue
4,6,29,blue,none,none,red
5,49,4,red,blue,red,blue
5,-47,-2,blue,blue,blue,red
-3,-59,-3,red,red,none,blue
-5,-28,-3,red,red,red,red
0,21,4,blue,none,none,red
-4,-36,2,red,red,red,red
6,-15,-2,blue,none,red,blue
-1,-50,0,red,blue,red,red
-1,12,-24,red,blue,blue,blue
5,-22,-6,blue,none,blue,blue
-2,-2,3,blue,none,red,red
-8,-3,45,red,blue,red,red
4,18,21,blue,none,blue,blue
-1,-60,3,red,none,red,red
-3,57,0,blue,none,blue,blue
4,29,6,red,none,none,red
-4,-35,-3,red,red,red,blue
-2,9,17,red,none,none,red
-5,12,0,red,red,none,red
2,-10,3,blue,none,blue,blue
6,27,5,blue,blue,none,blue
-7,-30,-3,blue,none,red,red
-7,-34,-3,red,none,none,red
3,1,-3,red,blue,blue,blue
-1,0,-48,red,red,red,red
3,18,1,blue,none,red,blue
9,5,-6,blue,none,blue,blue
2,-18,0,blue,blue,none,red
-1,-9,0,red,red,blue,red
1,49,4,red,none,red,blue
1,38,19,blue,none,blue,blue
7,75,4,blue,none,blue,red
-2,46,3,red,none,blue,blue
2,11,4,blue,none,blue,blue
2,-8,-1,blue,blue,red,red
4,-21,29,red,blue,none,blue
2,24,-2,blue,none,blue,blue
-5,-15,-22,red,blue,red,red
-2,-7,-4,red,none,red,blue
-2,-12,2,red,none,red,red
4,47,-49,blue,none,red,blue
-1,42,-3,red,none,blue,red
-3,24,15,red,blue,red,red
-3,-3,7,blue,none,blue,red
1,16,-22,red,blue,blue,blue
-2,57,-14,red,none,red,red
-3,-32,-3,blue,none,red,red
-1,8,1,blue,none,red,blue
-7,-12,-5,red,red,blue,blue
0,45,-3,red,none,none,blue
-12,-43,-2,blue,red,red,red
6,-8,-24,blue,none,red,blue
-1,25,-4,red,blue,red,blue
-2,-31,-3,red,none,red,red
0,3,1,red,none,none,blue
-1,-1,4,red,none,blue,red
-2,51,2,red,blue,red,blue
-8,-10,-3,red,blue,none,red
2,11,4,blue,blue,blue,blue
-4,-29,-20,blue,none,none,red
-10,-56,-1,red,none,red,red
1,20,-83,red,none,blue,blue
-5,-23,2,red,red,red,red
6,26,-4,blue,none,red,blue
-6,-3,4,red,blue,red,red
-4,-7,-13,red,red,none,blue
2,-8,3,blue,none,blue,blue
-2,23,0,red,none,red,red
-5,-20,-6,blue,none,blue,red
3,21,-65,blue,blue,blue,blue
1,-35,-3,blue,red,blue,blue
-4,-19,131,red,red,red,red
0,-22,-21,blue,none,blue,blue
-6,-20,-121,red,none,red,red
2,4,33,red,none,none,blue
-2,9,2,red,none,blue,blue
4,-1,-21,blue,none,red,red
-4,-35,23,red,none,red,red
-11,-17,-11,red,none,red,red
-5,-31,0,red,none,red,red
-3,7,3,red,none,none,red
9,-6,2,blue,none,blue,blue
8,7,-26,blue,red,blue,blue
1,2,38,red,none,red,red
5,16,0,blue,blue,blue,blue
-3,-11,-7,blue,none,red,blue
0,-11,-47,blue,blue,none,blue
-11,-10,-4,red,none,red,red
-6,-75,22,red,red,red,red
-7,-9,62,red,blue,red,red
-2,16,0,red,red,none,red
1,-11,2,red,blue,red,blue
-2,17,-5,blue,none,red,blue
-3,1,-1,red,none,red,red
-2,-18,-4,blue,red,none,blue
3,25,4,blue,none,none,blue
-2,21,35,red,red,blue,blue
8,-32,17,blue,none,blue,blue
1,-19,-1,blue,none,none,blue
-4,-26,-6,blue,blue,none,blue
0,35,-1,blue,red,none,blue
6,-25,3,blue,blue,red,blue
2,-19,4,blue,none,red,blue
-4,-23,6,blue,none,none,red
-1,-32,-11,red,blue,red,blue
-2,-20,-1,red,none,blue,red
2,29,3,blue,none,none,blue
3,-12,0,red,none,none,blue
1,34,-1,blue,none,red,red
-2,-11,-2,blue,none,red,blue
5,31,1,blue,none,red,blue
-4,-28,-1,blue,none,blue,red
-2,-1,2,blue,none,red,red
1,22,-2,blue,none,blue,blue
-2,10,-2,blue,red,none,blue
2,-42,21,blue,red,blue,blue
0,-8,23,blue,none,blue,red
4,-24,1,blue,none,none,blue
0,-16,-26,red,red,red,blue
